"35600","1","21","40.34","2020-11-20 05:34:23"
"35601","1","22","2.506","2020-11-20 05:34:23"
"35612","1","21","40.39","2020-11-20 05:34:53"
"35613","1","22","2.505","2020-11-20 05:34:53"
"35624","1","21","40.41","2020-11-20 05:35:22"
"35625","1","22","2.505","2020-11-20 05:35:22"
"35636","1","21","40.4","2020-11-20 05:35:52"
"35637","1","22","2.505","2020-11-20 05:35:52"
"35648","1","21","40.44","2020-11-20 05:36:23"
"35649","1","22","2.505","2020-11-20 05:36:23"
"35660","1","21","40.45","2020-11-20 05:36:53"
"35661","1","22","2.505","2020-11-20 05:36:53"
"35672","1","21","40.45","2020-11-20 05:37:23"
"35673","1","22","2.505","2020-11-20 05:37:23"
"35684","1","21","40.47","2020-11-20 05:37:52"
"35685","1","22","2.505","2020-11-20 05:37:52"
"35696","1","21","40.49","2020-11-20 05:38:22"
"35697","1","22","2.505","2020-11-20 05:38:22"
"35708","1","21","40.52","2020-11-20 05:38:53"
"35709","1","22","2.504","2020-11-20 05:38:53"
"35720","1","21","40.52","2020-11-20 05:39:23"
"35721","1","22","2.505","2020-11-20 05:39:23"
"35732","1","21","40.55","2020-11-20 05:39:53"
"35733","1","22","2.504","2020-11-20 05:39:53"
"35744","1","21","40.61","2020-11-20 05:40:22"
"35745","1","22","2.504","2020-11-20 05:40:22"
"35756","1","21","40.59","2020-11-20 05:40:52"
"35757","1","22","2.504","2020-11-20 05:40:52"
"35768","1","21","40.63","2020-11-20 05:41:22"
"35769","1","22","2.504","2020-11-20 05:41:22"
"35780","1","21","40.64","2020-11-20 05:41:53"
"35781","1","22","2.504","2020-11-20 05:41:53"
"35792","1","21","40.65","2020-11-20 05:42:22"
"35793","1","22","2.504","2020-11-20 05:42:22"
"35804","1","21","40.68","2020-11-20 05:42:52"
"35805","1","22","2.504","2020-11-20 05:42:52"
"35816","1","21","40.7","2020-11-20 05:43:22"
"35817","1","22","2.504","2020-11-20 05:43:22"
"35828","1","21","40.71","2020-11-20 05:43:53"
"35829","1","22","2.504","2020-11-20 05:43:53"
"35840","1","21","40.74","2020-11-20 05:44:22"
"35841","1","22","2.504","2020-11-20 05:44:22"
"35852","1","21","40.76","2020-11-20 05:44:53"
"35853","1","22","2.504","2020-11-20 05:44:53"
"35864","1","21","40.78","2020-11-20 05:45:22"
"35865","1","22","2.504","2020-11-20 05:45:22"
"35876","1","21","40.8","2020-11-20 05:45:52"
"35877","1","22","2.504","2020-11-20 05:45:52"
"35888","1","21","40.82","2020-11-20 05:46:22"
"35889","1","22","2.504","2020-11-20 05:46:22"
